Date,Open,High,Low,Close,Volume
2018-07-18,107.73,102.93,107.73,107.73,7408350
2018-07-19,128.75,132.95,97.64,130.38,8525536
2018-07-20,116.86,139.57,116.86,116.86,8009782
2018-07-23,128.34,131.44,105.12,108.17,9216364
2018-07-24,137.38,122.14,137.38,137.38,7664246
2018-07-25,130.34,130.34,128.24,128.24,6188188
2018-07-26,126.39,128.73,116.39,127.95,8604087
2018-07-27,139.57,109.24,139.57,139.57,9922295
2018-07-30,135.45,113.35,135.45,135.45,8648178
2018-07-31,136.75,122.37,136.75,136.75,8608606
2018-08-01,133.75,107.32,133.75,133.75,7115579
2018-08-02,125.5,125.5,124.52,124.52,5884456
2018-08-03,101.02,105.65,96.08,105.65,6205619
2018-08-06,134.36,136.07,134.36,136.07,6112637
2018-08-07,132.35,95.79,132.35,132.35,5860455
2018-08-08,105.77,104.84,105.77,105.77,7240019
2018-08-09,116.53,97.66,116.53,116.53,5602655
2018-08-10,126.46,125.48,126.46,126.46,7288499
2018-08-13,118.12,134.43,118.12,130.25,6403383
2018-08-14,124.44,110.38,124.44,124.44,9277627
2018-08-15,123.86,109.08,123.86,123.86,6916135
2018-08-16,127.15,133.2,127.15,127.15,5925368
2018-08-17,129.16,129.05,129.16,129.16,9579492
2018-08-20,120.29,129.97,120.29,128.96,8613971
2018-08-21,106.67,98.93,106.67,106.67,7559792
2018-08-22,113.37,124.48,99.73,120.4,9669228
2018-08-23,112.02,95.43,112.02,112.02,8113258
2018-08-24,117.65,104.98,117.65,117.65,8413052
2018-08-27,111.18,125.35,103.17,125.35,5434445
2018-08-28,125.58,114.71,125.58,125.58,9902045
2018-08-29,110.46,95.87,110.46,110.46,9552428
2018-08-30,118.35,103.94,118.35,118.35,5341926
2018-08-31,129.47,119.38,129.47,129.47,6039109
2018-09-03,136.11,100.41,136.11,136.11,8873553
2018-09-04,136.4,137.24,136.4,137.24,9708828
2018-09-05,119.3,130.41,114.94,114.94,8028877
2018-09-06,124.82,139.69,105.23,137.26,5358227
2018-09-07,113.25,122.09,106.79,120.49,6566992
2018-09-10,137.4,114.75,137.4,137.4,8141942
2018-09-11,119.9,97.36,119.9,119.9,7962349
2018-09-12,133.24,115.73,133.24,133.24,9488672
2018-09-13,117.34,117.34,98.58,117.34,6960628
2018-09-14,115.8,122.32,115.8,115.8,9469464
2018-09-17,122.87,110.67,122.87,122.87,7308384
2018-09-18,131.85,98.58,131.85,131.85,8166130
2018-09-19,133.8,105.52,133.8,133.8,7201263
2018-09-20,129.82,104.52,129.82,129.82,9720843
2018-09-21,123.45,113.69,123.45,123.45,7146369
2018-09-24,127.68,133.29,112.79,112.79,9537806
2018-09-25,118.41,113.67,118.41,118.41,9192350
2018-09-26,114.75,114.75,113.5,113.5,8697961
2018-09-27,122.84,132.54,122.84,131.28,7007561
2018-09-28,139.22,105.4,139.22,139.22,9172974
2018-10-01,135.83,106.46,135.83,135.83,8176010
2018-10-02,120.02,139.84,120.02,120.02,5481694
2018-10-03,111.25,104.18,111.25,111.25,5291023
2018-10-04,105.52,113.46,104.48,113.46,9581284
2018-10-05,120.23,120.23,103.9,108.23,7630538
2018-10-08,135.95,126.03,135.95,135.95,8427555
2018-10-09,135.76,125.36,135.76,135.76,6108621
2018-10-10,104.12,102.01,104.12,104.12,7033381
2018-10-11,100.15,113.25,97.7,113.25,9890676
2018-10-12,127.65,134.51,121.32,121.32,7085648
2018-10-15,121.89,99.7,121.89,121.89,6575246
2018-10-16,135.41,135.01,135.41,135.41,8813361
2018-10-17,114.91,114.91,99.89,114.91,6966897
2018-10-18,100.55,113.67,100.04,105.67,8912915
2018-10-19,136.17,100.86,136.17,136.17,7813229
2018-10-22,125.13,137.19,104.34,136.11,9001412
2018-10-23,114.61,111.0,114.61,114.61,9208842
2018-10-24,119.64,102.99,119.64,119.64,7914540
2018-10-25,106.46,105.32,106.46,106.46,7244660
2018-10-26,127.58,110.34,127.58,127.58,9598117
2018-10-29,109.87,98.16,109.87,109.87,5436432
2018-10-30,126.11,124.18,126.11,126.11,5092566
2018-10-31,125.31,101.82,125.31,125.31,9520053
2018-11-01,115.78,132.72,115.78,132.72,6933228
2018-11-02,129.82,138.02,101.92,128.02,8816056
2018-11-05,117.36,117.36,101.79,117.36,5542095
2018-11-06,96.85,96.85,95.46,96.85,6522677
2018-11-07,121.23,126.58,121.23,121.23,9898575
2018-11-08,111.93,123.84,111.93,111.93,9471298
2018-11-09,125.49,107.72,125.49,125.49,7841553
2018-11-12,110.08,110.08,97.61,110.08,8049524
2018-11-13,125.53,111.34,125.53,125.53,5853414
2018-11-14,139.02,96.85,139.02,139.02,8541073
2018-11-15,110.9,122.85,110.9,122.85,5591113
2018-11-16,114.93,114.93,105.45,105.45,5220749
2018-11-19,120.03,101.49,120.03,120.03,6634029
2018-11-20,121.61,132.35,97.46,123.04,8761956
2018-11-21,117.71,117.71,106.78,106.78,9780041
2018-11-22,112.7,96.3,112.7,112.7,6626285
2018-11-23,125.54,125.54,124.93,124.93,5150026
2018-11-26,119.5,119.5,111.45,113.24,8826764
2018-11-27,112.85,123.06,112.85,112.85,7855614
2018-11-28,127.31,131.05,127.31,127.31,6662237
2018-11-29,134.89,104.34,134.89,134.89,9127674
2018-11-30,111.18,103.77,111.18,111.18,6244321
2018-12-03,105.47,97.95,105.47,105.47,6995332
2018-12-04,128.04,125.32,128.04,128.04,6756728
2018-12-05,123.77,135.27,110.45,110.45,7160382
2018-12-06,136.59,120.6,136.59,136.59,5436518
2018-12-07,133.13,107.18,133.13,133.13,5759076
2018-12-10,127.31,127.31,98.26,104.05,9154018
2018-12-11,114.13,133.12,97.19,114.07,9331540
2018-12-12,110.58,95.47,110.58,110.58,9896398
2018-12-13,126.13,121.69,126.13,126.13,5506218
2018-12-14,105.81,97.39,105.81,105.81,9102203
2018-12-17,139.27,96.3,139.27,139.27,6778186
2018-12-18,139.38,118.85,139.38,139.38,5080717
2018-12-19,111.87,125.6,104.97,104.97,8495734
2018-12-20,125.18,104.15,125.18,125.18,9392475
2018-12-21,114.86,112.79,114.86,114.86,8770785
2018-12-24,122.13,119.3,122.13,122.13,9856172
2018-12-25,124.15,110.73,124.15,124.15,6347178
2018-12-26,103.63,102.75,103.63,103.63,8963459
2018-12-27,122.64,104.14,122.64,122.64,6776539
2018-12-28,122.34,100.6,122.34,122.34,6928725
2018-12-31,117.54,131.54,117.54,117.54,9401341
2019-01-01,136.76,104.62,136.76,136.76,5691418
2019-01-02,118.15,97.67,118.15,118.15,6445492
2019-01-03,118.38,103.1,118.38,118.38,8930063
2019-01-04,128.17,126.18,128.17,128.17,7122439
2019-01-07,97.78,97.2,97.78,97.78,8517607
2019-01-08,119.24,109.44,119.24,119.24,5398498
2019-01-09,133.69,133.69,106.25,106.25,9110280
2019-01-10,120.53,103.2,120.53,120.53,8188355
2019-01-11,107.53,112.5,95.89,112.5,7057541
2019-01-14,132.8,132.8,102.46,132.8,7419612
2019-01-15,126.7,106.96,126.7,126.7,7171348
2019-01-16,115.16,139.72,115.16,127.73,6482408
2019-01-17,100.12,109.96,98.31,109.96,8951244
2019-01-18,106.31,102.29,106.31,106.31,8272133
2019-01-21,111.57,96.8,111.57,111.57,5323824
2019-01-22,123.76,129.4,123.76,129.4,8265000
2019-01-23,134.0,139.76,101.68,101.68,5047292
2019-01-24,135.0,137.73,113.36,131.49,7521010
2019-01-25,127.08,122.8,127.08,127.08,8795754
2019-01-28,105.86,124.99,105.86,106.82,8864713
2019-01-29,110.63,137.4,96.05,110.8,5104954
2019-01-30,130.37,107.41,130.37,130.37,5729503
2019-01-31,139.17,116.03,139.17,139.17,8358707
2019-02-01,136.24,131.27,136.24,136.24,7497204
2019-02-04,110.7,110.7,104.46,104.46,9672959
2019-02-05,122.96,107.23,122.96,122.96,9409682
2019-02-06,120.6,137.4,120.6,123.84,9988627
2019-02-07,133.54,121.08,133.54,133.54,8952715
2019-02-08,101.15,123.24,98.26,118.42,9574470
2019-02-11,119.83,123.51,112.83,123.51,9793183
2019-02-12,133.47,111.71,133.47,133.47,9157896
2019-02-13,133.38,99.55,133.38,133.38,6967115
2019-02-14,111.49,95.4,111.49,111.49,7001146
2019-02-15,129.05,136.88,113.2,113.2,8062205
2019-02-18,115.68,123.45,107.46,113.28,5244053
2019-02-19,134.95,106.24,134.95,134.95,6790624
2019-02-20,105.61,105.61,105.43,105.43,6186408
2019-02-21,122.96,116.36,122.96,122.96,5237276
2019-02-22,128.05,138.89,116.81,120.71,7326008
2019-02-25,123.19,128.56,123.19,123.19,8587505
2019-02-26,128.28,113.13,128.28,128.28,8988367
2019-02-27,127.22,97.13,127.22,127.22,5279006
2019-02-28,108.99,98.64,108.99,108.99,5262081
2019-03-01,126.33,126.33,124.31,126.33,8638407
2019-03-04,116.04,125.83,116.04,116.04,6147854
2019-03-05,109.88,95.75,109.88,109.88,8464795
2019-03-06,128.52,133.19,127.64,127.64,8226770
2019-03-07,107.36,107.36,99.16,107.36,8470115
2019-03-08,110.12,131.27,110.12,110.12,7536394
2019-03-11,114.45,96.23,114.45,114.45,7165012
2019-03-12,130.16,95.99,130.16,130.16,9614293
2019-03-13,126.55,138.19,98.82,118.9,8028574
2019-03-14,122.87,127.93,102.21,127.93,9601387
2019-03-15,113.37,113.37,95.14,106.4,5217515
2019-03-18,123.65,138.89,123.65,123.65,6398206
2019-03-19,121.01,99.53,121.01,121.01,6070504
2019-03-20,131.82,136.43,131.82,131.82,6010346
2019-03-21,122.14,127.65,122.14,125.01,9157214
2019-03-22,113.53,113.53,109.75,113.53,6722187
2019-03-25,114.83,107.59,114.83,114.83,5910377
2019-03-26,110.62,98.93,110.62,110.62,5701121
2019-03-27,130.22,106.3,130.22,130.22,8968811
2019-03-28,130.21,120.05,130.21,130.21,8957303
2019-03-29,102.09,97.63,102.09,102.09,5073629
2019-04-01,117.23,117.23,95.31,117.23,8539213
2019-04-02,100.33,100.33,97.2,100.33,6370680
2019-04-03,101.43,101.43,98.99,101.43,6746970
2019-04-04,117.59,108.39,117.59,117.59,9445333
2019-04-05,117.39,117.39,103.39,115.95,9430211
2019-04-08,131.26,127.04,131.26,131.26,6173577
2019-04-09,130.91,100.19,130.91,130.91,6620043
2019-04-10,132.44,126.93,132.44,132.44,5195021
2019-04-11,137.84,113.81,137.84,137.84,7827892
2019-04-12,132.83,133.54,115.25,133.54,9911541
2019-04-15,124.94,102.34,124.94,124.94,5319386
2019-04-16,111.09,131.26,101.43,105.76,7581506
2019-04-17,138.27,114.75,138.27,138.27,9746526
2019-04-18,113.48,102.81,113.48,113.48,9873461
2019-04-19,134.39,97.44,134.39,134.39,6932214
2019-04-22,133.82,139.37,121.87,121.87,5288374
2019-04-23,135.42,135.18,135.42,135.42,6442114
2019-04-24,111.71,106.87,111.71,111.71,5751450
2019-04-25,135.67,117.3,135.67,135.67,7527936
2019-04-26,128.25,96.0,128.25,128.25,7397498
2019-04-29,116.64,107.54,116.64,116.64,9565962
2019-04-30,112.84,127.99,112.84,124.62,6835273
2019-05-01,137.05,104.14,137.05,137.05,8785439
2019-05-02,106.85,106.85,100.21,106.85,6463472
2019-05-03,113.14,132.5,96.96,132.5,8665496
2019-05-06,108.61,116.79,108.61,108.61,5924519
2019-05-07,122.3,122.3,120.04,122.07,7170347
2019-05-08,121.67,121.67,116.67,121.67,6273209
2019-05-09,122.86,139.01,122.86,122.86,5083081
2019-05-10,120.67,131.64,120.67,120.9,7506967
2019-05-13,112.93,115.84,112.93,115.84,5182184
2019-05-14,134.31,105.15,134.31,134.31,7223535
2019-05-15,123.22,123.28,123.22,123.22,8104663
2019-05-16,129.91,99.72,129.91,129.91,8520191
2019-05-17,126.18,139.87,105.68,126.98,8649969
2019-05-20,112.43,138.93,103.2,103.2,6325713
2019-05-21,136.61,121.26,136.61,136.61,7058169
2019-05-22,113.41,123.61,100.26,121.18,6519296
2019-05-23,111.37,102.64,111.37,111.37,9070473
2019-05-24,137.41,139.07,137.41,137.41,8884914
2019-05-27,116.25,116.25,107.93,116.25,7304728
2019-05-28,132.27,127.33,132.27,132.27,5466969
2019-05-29,114.11,98.88,114.11,114.11,7734577
2019-05-30,136.16,116.33,136.16,136.16,9105498
2019-05-31,109.18,123.14,109.18,123.14,7157148
2019-06-03,138.22,120.72,138.22,138.22,8447717
2019-06-04,105.53,105.53,96.98,105.53,8355549
2019-06-05,121.98,100.47,121.98,121.98,6387077
2019-06-06,107.18,96.43,107.18,107.18,9502152
2019-06-07,123.86,104.14,123.86,123.86,6203589
2019-06-10,101.06,101.06,100.29,101.06,6266670
2019-06-11,113.21,113.21,112.89,112.89,9758541
2019-06-12,102.23,99.85,102.23,102.23,5333010
2019-06-13,127.5,134.06,127.5,134.06,8208697
2019-06-14,109.52,107.72,109.52,109.52,8068143
2019-06-17,136.6,110.64,136.6,136.6,9739936
2019-06-18,124.07,124.07,96.32,105.94,7497319
2019-06-19,133.59,135.22,133.59,133.59,7420483
2019-06-20,123.97,129.93,123.97,123.97,5353223
2019-06-21,114.22,136.16,114.22,114.22,8515627
2019-06-24,130.62,137.89,130.62,130.62,6124179
2019-06-25,133.41,135.79,121.0,131.84,9285978
2019-06-26,107.64,107.22,107.64,107.64,9596371
2019-06-27,128.13,128.13,95.21,128.13,8693263
2019-06-28,110.26,97.84,110.26,110.26,6864396
2019-07-01,107.31,131.91,107.31,131.15,6895365
2019-07-02,137.59,114.56,137.59,137.59,6220365
2019-07-03,128.15,127.75,128.15,128.15,7815299
2019-07-04,114.22,122.51,114.22,122.51,6440849
2019-07-05,132.82,105.43,132.82,132.82,5812958
2019-07-08,122.36,120.78,122.36,122.36,8982378
2019-07-09,119.27,110.02,119.27,119.27,8189145
2019-07-10,129.21,121.82,129.21,129.21,8173425
2019-07-11,126.88,129.52,126.88,126.88,6393660
2019-07-12,134.38,114.16,134.38,134.38,5151729
2019-07-15,126.21,95.57,126.21,126.21,7262199
2019-07-16,113.91,103.2,113.91,113.91,7621899
2019-07-17,134.99,135.08,95.49,98.22,9990553
2019-07-18,137.54,108.5,137.54,137.54,9276234
2019-07-19,134.32,109.29,134.32,134.32,8451221
2019-07-22,123.66,131.16,123.66,123.66,5833858
2019-07-23,138.88,136.22,138.88,138.88,9595602
2019-07-24,125.43,138.68,125.43,125.43,6586034
2019-07-25,135.15,117.34,135.15,135.15,7783453
2019-07-26,124.55,133.12,124.55,133.12,5133030
2019-07-29,134.33,100.64,134.33,134.33,9129947
2019-07-30,117.96,117.96,100.05,104.23,9457252
2019-07-31,134.73,129.24,134.73,134.73,8631806
2019-08-01,124.92,134.32,124.92,124.92,5211732
2019-08-02,106.8,109.63,103.28,109.63,8479006
2019-08-05,109.42,103.94,109.42,109.42,9347537
2019-08-06,133.24,135.2,133.24,133.24,7135395
2019-08-07,99.34,96.86,99.34,99.34,7250691
2019-08-08,111.5,120.36,111.5,120.36,9171464
2019-08-09,109.3,133.9,96.63,118.81,8505082
2019-08-12,107.42,112.95,100.23,102.78,5353634
2019-08-13,115.43,137.64,106.79,116.92,8775173
2019-08-14,111.28,111.28,107.23,111.28,8777794
2019-08-15,119.82,139.05,119.82,119.82,6869870
2019-08-16,139.08,96.53,139.08,139.08,7201613
2019-08-19,108.65,103.77,108.65,108.65,7763934
2019-08-20,125.95,104.11,125.95,125.95,6571768
2019-08-21,138.52,110.76,138.52,138.52,9349775
2019-08-22,108.3,133.35,95.21,119.03,6743863
2019-08-23,115.3,102.13,115.3,115.3,5642599
2019-08-26,127.17,127.17,99.52,100.74,8656889
2019-08-27,119.8,119.8,108.27,116.63,5918491
2019-08-28,110.12,110.12,98.22,106.38,8185707
2019-08-29,110.95,102.15,110.95,110.95,9761002
2019-08-30,128.47,139.85,128.47,128.47,6816758
2019-09-02,131.12,137.97,113.25,113.25,7550189
2019-09-03,129.26,135.47,98.52,119.08,5769328
2019-09-04,124.28,138.95,124.28,132.16,8217089
2019-09-05,125.11,123.92,125.11,125.11,6102119
2019-09-06,137.73,109.03,137.73,137.73,7017366
2019-09-09,115.67,102.19,115.67,115.67,9076128
2019-09-10,128.2,99.09,128.2,128.2,5419810
2019-09-11,109.94,109.76,109.94,109.94,5648889
2019-09-12,138.62,133.45,138.62,138.62,5440056
2019-09-13,101.66,96.98,101.66,101.66,7356736
2019-09-16,124.56,130.79,124.56,130.79,9294297
2019-09-17,111.37,137.83,109.63,115.91,8922707
2019-09-18,131.5,132.49,131.5,132.49,9453456
2019-09-19,102.93,102.93,102.22,102.22,5153703
2019-09-20,117.01,95.01,117.01,117.01,5423443
2019-09-23,132.52,108.9,132.52,132.52,6176152
2019-09-24,127.68,127.68,121.81,121.81,6948381
2019-09-25,100.26,100.26,96.16,100.26,5001401
2019-09-26,108.92,105.51,108.92,108.92,8739746
2019-09-27,125.52,129.16,119.88,119.88,7165490
2019-09-30,110.49,108.92,110.49,110.49,9407904
2019-10-01,138.41,117.37,138.41,138.41,5851046
2019-10-02,119.4,116.19,119.4,119.4,6767768
2019-10-03,108.25,108.25,103.97,108.25,9925972
2019-10-04,125.56,125.56,108.02,112.36,5021407
2019-10-07,100.4,98.18,100.4,100.4,9618426
2019-10-08,111.77,107.97,111.77,111.77,6733688
2019-10-09,133.55,110.32,133.55,133.55,6410522
2019-10-10,136.24,123.61,136.24,136.24,9390230
2019-10-11,125.06,111.27,125.06,125.06,6457535
2019-10-14,120.48,106.6,120.48,120.48,9361019
2019-10-15,118.26,119.51,112.62,112.62,8283482
2019-10-16,113.47,121.61,98.1,102.56,7063414
2019-10-17,120.7,132.94,100.5,104.55,8271183
2019-10-18,129.73,99.25,129.73,129.73,7146094
2019-10-21,114.9,118.01,114.9,118.01,6364687
2019-10-22,113.06,113.06,101.44,112.45,9044738
2019-10-23,120.2,120.2,96.09,117.33,7150881
2019-10-24,110.98,109.22,110.98,110.98,5425736
2019-10-25,98.76,96.93,98.76,98.76,5752838
2019-10-28,128.14,99.74,128.14,128.14,8054988
2019-10-29,123.75,97.82,123.75,123.75,8720283
2019-10-30,110.53,103.01,110.53,110.53,5689080
2019-10-31,126.33,123.29,126.33,126.33,5573610
2019-11-01,109.39,113.28,95.25,106.14,6343838
2019-11-04,105.71,100.46,105.71,105.71,8157481
2019-11-05,123.14,123.14,116.32,118.06,6235490
2019-11-06,116.92,132.81,116.92,116.92,5197853
2019-11-07,99.02,99.02,98.86,99.02,7684650
2019-11-08,115.62,117.76,115.62,115.62,6276450
2019-11-11,100.05,98.25,100.05,100.05,5461020
2019-11-12,106.5,123.55,99.23,123.55,7262382
2019-11-13,121.97,121.97,96.9,118.21,9022345
2019-11-14,137.43,100.14,137.43,137.43,8661073
2019-11-15,121.66,137.7,113.25,113.25,9775539
2019-11-18,122.25,110.84,122.25,122.25,7530647
2019-11-19,135.83,132.76,135.83,135.83,6172802
2019-11-20,125.33,130.43,119.63,119.63,5343098
2019-11-21,114.2,113.32,114.2,114.2,9910211
2019-11-22,116.68,114.7,116.68,116.68,6815895
2019-11-25,120.91,137.35,120.91,134.9,8721083
2019-11-26,118.65,109.25,118.65,118.65,7627338
2019-11-27,122.71,117.95,122.71,122.71,7816122
2019-11-28,114.73,96.22,114.73,114.73,7416504
2019-11-29,123.23,114.68,123.23,123.23,5195903
2019-12-02,133.7,121.6,133.7,133.7,8758710
2019-12-03,126.75,119.26,126.75,126.75,7390096
2019-12-04,118.55,118.55,105.69,118.55,5064164
2019-12-05,120.35,120.35,120.08,120.08,8239658
2019-12-06,105.87,100.99,105.87,105.87,8106674
2019-12-09,133.24,107.26,133.24,133.24,9506990
2019-12-10,102.06,104.89,96.7,104.89,5536627
2019-12-11,123.57,108.46,123.57,123.57,9902165
2019-12-12,122.04,102.28,122.04,122.04,7565467
2019-12-13,105.42,97.36,105.42,105.42,6909220
2019-12-16,126.37,112.3,126.37,126.37,8599252
2019-12-17,135.39,104.84,135.39,135.39,7197409
2019-12-18,114.48,118.01,101.91,107.04,6670558
2019-12-19,133.53,136.38,117.01,117.01,9746696
2019-12-20,126.12,127.69,126.12,127.69,6726546
2019-12-23,101.94,98.3,101.94,101.94,6738105
2019-12-24,103.11,105.57,103.11,105.57,5155212
2019-12-25,134.74,138.91,95.65,101.38,5051457
